database,id,accuracy,lat_dd,lon_dd,habitat_id,realm,major_habitat_type,ecoregion
equation,265,approximate,33.8361,-80.9058,,,,
equation,266,approximate,35.6301,-79.8431,,,,
equation,267,approximate,44.0772,-72.7873,,,,
equation,268,approximate,33.8361,-80.9058,,,,
equation,269,approximate,44.0772,-72.7873,,,,
equation,270,approximate,32.8017,-83.6974,,,,
equation,271,approximate,33.8361,-80.9058,,,,
equation,272,approximate,35.6301,-79.8431,,,,
equation,273,approximate,44.0772,-72.7873,,,,
equation,274,approximate,44.0772,-72.7873,,,,
equation,275,approximate,33.8361,-80.9058,,,,
equation,276,approximate,33.8361,-80.9058,,,,
equation,277,approximate,33.8361,-80.9058,,,,
equation,278,approximate,33.8361,-80.9058,,,,
equation,279,approximate,33.8361,-80.9058,,,,
equation,280,approximate,35.6301,-79.8431,,,,
equation,281,approximate,44.0772,-72.7873,,,,
equation,282,approximate,35.6301,-79.8431,,,,
equation,283,approximate,44.0772,-72.7873,,,,
equation,284,approximate,44.0772,-72.7873,,,,
equation,285,approximate,44.0772,-72.7873,,,,
equation,286,approximate,35.6301,-79.8431,,,,
equation,287,approximate,32.8017,-83.6974,,,,
equation,288,approximate,44.0772,-72.7873,,,,
equation,289,approximate,44.0772,-72.7873,,,,
equation,290,approximate,35.6301,-79.8431,,,,
equation,291,approximate,32.8017,-83.6974,,,,
equation,292,approximate,32.8017,-83.6974,,,,
equation,293,approximate,35.6301,-79.8431,,,,
equation,294,approximate,44.0772,-72.7873,,,,
equation,295,approximate,35.6301,-79.8431,,,,
equation,296,approximate,44.0772,-72.7873,,,,
equation,297,approximate,35.6301,-79.8431,,,,
equation,298,approximate,44.0772,-72.7873,,,,
equation,299,approximate,32.8017,-83.6974,,,,
equation,300,approximate,44.0772,-72.7873,,,,
equation,301,approximate,32.8017,-83.6974,,,,
equation,302,approximate,35.6301,-79.8431,,,,
equation,303,approximate,35.6301,-79.8431,,,,
equation,304,approximate,35.6301,-79.8431,,,,
equation,305,approximate,35.6301,-79.8431,,,,
equation,306,approximate,35.6301,-79.8431,,,,
equation,307,approximate,35.6301,-79.8431,,,,
equation,308,approximate,44.0772,-72.7873,,,,
equation,309,approximate,32.8017,-83.6974,,,,
equation,310,approximate,35.6301,-79.8431,,,,
equation,311,approximate,44.0772,-72.7873,,,,
equation,312,approximate,44.0772,-72.7873,,,,
equation,313,approximate,35.6301,-79.8431,,,,
equation,314,approximate,32.8017,-83.6974,,,,
equation,315,approximate,44.0772,-72.7873,,,,
equation,316,approximate,35.6301,-79.8431,,,,
equation,317,approximate,44.0772,-72.7873,,,,
equation,318,approximate,32.8017,-83.6974,,,,
equation,319,approximate,32.8017,-83.6974,,,,
equation,320,approximate,35.6301,-79.8431,,,,
equation,321,approximate,44.0772,-72.7873,,,,
equation,322,approximate,35.6301,-79.8431,,,,
equation,323,approximate,32.8017,-83.6974,,,,
equation,324,approximate,44.0772,-72.7873,,,,
equation,325,approximate,44.0772,-72.7873,,,,
equation,326,approximate,44.0772,-72.7873,,,,
equation,327,approximate,44.0772,-72.7873,,,,
equation,328,approximate,44.0772,-72.7873,,,,
equation,329,approximate,35.6301,-79.8431,,,,
equation,330,approximate,44.0772,-72.7873,,,,
equation,331,approximate,32.7794,-86.8287,,,,
equation,332,approximate,32.8017,-83.6974,,,,
equation,333,approximate,44.0772,-72.7873,,,,
equation,334,approximate,44.0772,-72.7873,,,,
equation,335,approximate,44.0772,-72.7873,,,,
equation,336,approximate,44.0772,-72.7873,,,,
equation,337,approximate,32.8017,-83.6974,,,,
equation,338,approximate,35.6301,-79.8431,,,,
equation,339,approximate,44.0772,-72.7873,,,,
equation,340,approximate,35.6301,-79.8431,,,,
equation,341,approximate,44.0772,-72.7873,,,,
equation,342,approximate,32.7794,-86.8287,,,,
equation,343,approximate,35.6301,-79.8431,,,,
equation,344,approximate,35.6301,-79.8431,,,,
equation,345,approximate,35.6301,-79.8431,,,,
equation,346,approximate,32.7794,-86.8287,,,,
equation,347,approximate,44.0772,-72.7873,,,,
equation,348,approximate,44.0772,-72.7873,,,,
equation,349,approximate,32.7794,-86.8287,,,,
equation,350,approximate,32.7794,-86.8287,,,,
equation,351,approximate,32.7794,-86.8287,,,,
equation,352,approximate,32.7794,-86.8287,,,,
equation,353,approximate,32.7794,-86.8287,,,,
equation,354,approximate,44.0772,-72.7873,,,,
equation,355,approximate,32.7794,-86.8287,,,,
equation,356,approximate,44.0772,-72.7873,,,,
equation,357,approximate,44.0772,-72.7873,,,,
equation,358,approximate,35.6301,-79.8431,,,,
equation,359,approximate,32.7794,-86.8287,,,,
equation,360,approximate,32.7794,-86.8287,,,,
equation,361,approximate,35.6301,-79.8431,,,,
equation,362,approximate,35.6301,-79.8431,,,,
equation,363,approximate,44.0772,-72.7873,,,,
equation,364,approximate,44.0772,-72.7873,,,,
equation,365,approximate,44.0772,-72.7873,,,,
equation,366,approximate,35.6301,-79.8431,,,,
